autonumber,station_name,station_desc,sample_datetime,sample_datetime_utc,weights,enterococcus_value,tide_range_8665530,tide_hi_8665530,tide_lo_8665530,tide_stage_8665530,tide_range_TEC3127,tide_hi_TEC3127,tide_lo_TEC3127,moon_percent_illumination,moon_phase_angle,carocoops_CAP2_buoy_avg_salinity,carocoops_CAP2_buoy_avg_water_temperature,carocoops_FRP2_buoy_avg_salinity,carocoops_FRP2_buoy_avg_water_temperature,folly_creek_nexrad_summary_24,folly_creek_nexrad_summary_48,folly_creek_nexrad_summary_72,folly_creek_nexrad_summary_96,folly_creek_nexrad_summary_120,folly_creek_nexrad_summary_144,folly_creek_nexrad_summary_168,folly_creek_nexrad_summary_192,folly_creek_nexrad_dry_days_count,folly_creek_nexrad_rainfall_intensity,folly_creek_nexrad_total_1_day_delay,folly_creek_nexrad_total_2_day_delay,folly_creek_nexrad_total_3_day_delay,atlantic_nexrad_summary_24,atlantic_nexrad_summary_48,atlantic_nexrad_summary_72,atlantic_nexrad_summary_96,atlantic_nexrad_summary_120,atlantic_nexrad_summary_144,atlantic_nexrad_summary_168,atlantic_nexrad_summary_192,atlantic_nexrad_dry_days_count,atlantic_nexrad_rainfall_intensity,atlantic_nexrad_total_1_day_delay,atlantic_nexrad_total_2_day_delay,atlantic_nexrad_total_3_day_delay
55,TRI-065,3rd Ave,2010-05-18 11:15:00-04:00,2010-05-18 15:15:00+00:00,0.1,10,6.466,6.107,-0.359,2300,6.34386,5.98486,-0.359,0.183667273,129.2470498,33.932725,22.84300417,33.54685238,23.88369048,0.103658879,0.10559004,0.10559004,0.10559004,0.10559004,0.10559004,0.10559004,0.10559004,0,0.010970559,0.001931161,0,0,0.052161844,0.052162118,0.052162118,0.052162118,0.052162118,0.052162118,0.052162118,0.052162118,0,0.007360612,2.74E-07,0,0
56,TRI-065,3rd Ave,2010-06-15 10:45:00-04:00,2010-06-15 14:45:00+00:00,0.1,10,7.011,6.632,-0.379,4000,6.87836,6.49936,-0.379,0.085122662,146.0735456,33.944825,28.836625,33.82844419,29.00326522,0,0,0,0.001012209,0.062467218,0.062467218,0.062467218,0.062467218,3,0,0,0,0.001012209,0,0,0,0.000167074,0.057068565,0.057068565,0.057068565,0.057068565,3,0,0,0,0.000167074
57,TRI-065,3rd Ave,2010-06-22 10:30:00-04:00,2010-06-22 14:30:00+00:00,0.1,10,6.155,5.776,-0.379,4300,6.03948,5.66048,-0.379,0.794609227,53.89843314,34.28595833,28.38575,,,0.001281908,0.016892762,0.020897585,0.026243177,0.161459747,0.161459747,0.162881025,0.162881025,0,0.000542674,0.015610854,0.004004823,0.005345592,2.80E-05,0.000197125,0.021565756,0.021745956,0.025929703,0.025929703,0.025929703,0.025929703,0,1.18E-05,0.000169163,0.021368631,0.0001802
58,TRI-065,3rd Ave,2010-07-13 10:16:00-04:00,2010-07-13 14:16:00+00:00,0.1,10,7.487,6.872,-0.615,4000,7.34956,6.73456,-0.615,0.020668885,163.4682555,35.1914375,28.40012083,35.30806,29.238625,0.225900517,0.225900517,0.70783914,0.70783914,1.877864056,1.88206337,1.88206337,1.88206337,0,0.019126233,0,0.481938622,0,0.150082288,0.150082288,0.477394404,0.477394404,1.34278907,1.342982163,1.342982163,1.342982163,0,0.010589133,0,0.327312116,0
59,TRI-065,3rd Ave,2010-07-28 10:50:00-04:00,2010-07-28 14:50:00+00:00,0.1,10,5.236,5.871,0.635,4000,5.11858,5.75358,0.635,0.965402849,21.43924109,35.97060417,27.42405417,35.42315,30.05892083,0.59184554,0.623609936,0.623609936,0.655269298,0.655269298,0.656739879,0.710278921,0.710278921,0,0.022777074,0.031764395,0,0.031659362,0.648707223,0.664135964,0.664135964,0.718654567,0.718654567,0.718898752,0.732561822,0.732561822,0,0.034327405,0.01542874,0,0.054518604
60,TRI-065,3rd Ave,2010-08-10 11:59:00-04:00,2010-08-10 15:59:00+00:00,0.1,10,7.543,7.433,-0.11,4200,7.39434,7.28434,-0.11,0.000908895,176.5447827,35.34431304,29.08344348,34.81952778,32.02258421,0.036975385,0.039806984,0.040920094,1.588803173,1.588803173,1.588803173,1.588978518,1.594470141,0,0.003130581,0.002831599,0.001113109,1.547883079,0.027440933,0.027758073,0.031988427,1.186255011,1.186255011,1.186255011,1.186255011,1.203462695,0,0.002904164,0.00031714,0.004230354,1.154266584
61,TRI-065,3rd Ave,2010-08-25 10:51:00-04:00,2010-08-25 14:51:00+00:00,0.1,10,5.519,6.101,0.582,4100,5.39698,5.97898,0.582,0.997969721,5.165086368,34.79444167,29.94745833,35.06437727,30.66012727,0.188214737,0.216325076,0.452084554,0.740325412,2.75385253,2.765533262,2.773839544,2.773839544,0,0.011382504,0.02811034,0.235759478,0.288240858,0.58988596,1.160977565,1.25775539,1.430314778,2.567582223,2.56950297,2.569730412,2.569730412,0,0.035674036,0.571091604,0.096777825,0.172559388
62,TRI-065,3rd Ave,2010-09-01 10:10:00-04:00,2010-09-01 14:10:00+00:00,0.1,10,4.655,5.687,1.032,2100,4.54126,5.57326,1.032,0.576412166,81.20936367,34.44772917,28.63663333,34.61708235,29.14356471,0.000903912,0.000903912,0.000903912,0.000903912,0.035704558,1.473866595,1.473866595,1.662081331,0,0.000382656,0,0,0,0,0,0,0.002897399,0.033858031,0.834559432,0.834559432,1.424445392,3,0,0,0,0.002897399
63,TRI-065,3rd Ave,2010-09-22 10:30:00-04:00,2010-09-22 14:30:00+00:00,0.1,10,5.397,6.15,0.753,4100,5.274,6.027,0.753,0.981093946,15.80633322,33.48325833,28.40622083,35.146475,29.04147,0,0,0,0.04111225,0.04111225,0.04111225,0.04111225,0.04111225,3,0,0,0,0.04111225,0,0,0,0.007399891,0.007399891,0.008036905,0.008036905,0.008036905,3,0,0,0,0.007399891
64,TRI-065,3rd Ave,2010-10-13 10:59:00-04:00,2010-10-13 14:59:00+00:00,0.1,10,5.604,6.166,0.562,2200,5.48068,6.04268,0.562,0.314895942,111.7284529,32.41727391,24.11996957,34.34944211,24.25532105,7.33E-05,7.33E-05,7.33E-05,7.33E-05,7.33E-05,7.33E-05,7.33E-05,7.33E-05,0,3.10E-05,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
65,TRI-065,3rd Ave,2011-05-04 11:41:00-04:00,2011-05-04 15:41:00+00:00,0.1,10,5.863,5.674,-0.189,4100,5.74952,5.56052,-0.189,0.005485947,171.5047469,,,,,0,0,0,0,0,0.027293063,0.027293063,0.119288651,5,0,0,0,0,0,0,0,0,0,0.03156624,0.03156624,0.18310465,5,0,0,0,0
66,TRI-065,3rd Ave,2011-05-18 11:51:00-04:00,2011-05-18 15:51:00+00:00,0.1,10,7.562,6.714,-0.848,4100,7.42772,6.57972,-0.848,0.995794939,7.436072169,,,,,0,0,0,0.126978882,0.127236421,0.127236421,0.127236421,0.430703305,3,0,0,0,0.126978882,0,0.006471218,0.006471218,0.071958789,0.072508205,0.072508205,0.072508205,0.395590496,1,0,0.006471218,0,0.065487571
67,TRI-065,3rd Ave,2011-06-08 11:10:00-04:00,2011-06-08 15:10:00+00:00,0.1,10,5.695,5.559,-0.136,2200,5.58382,5.44782,-0.136,0.378026382,104.1196272,34.78599167,27.15514167,,,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
68,TRI-065,3rd Ave,2011-06-22 11:49:00-04:00,2011-06-22 15:49:00+00:00,0.1,10,4.57,5.654,1.084,2200,4.45692,5.54092,1.084,0.642139348,73.48426238,35.22855,28.64258333,,,0,0,0,0.07696935,0.07696935,0.125147935,1.728181758,1.728181758,3,0,0,0,0.07696935,0,0,0,0.120474851,0.120474851,0.131848781,1.733282847,1.733282847,3,0,0,0,0.120474851
69,TRI-065,3rd Ave,2011-07-13 11:05:00-04:00,2011-07-13 15:05:00+00:00,0.1,10,6.765,6.386,-0.379,4200,6.63728,6.25828,-0.379,0.940269802,28.29247585,35.60503333,29.32406667,35.73087368,29.92450476,0,0,0.110492592,1.567697342,1.652436254,2.207624457,2.207624457,2.217084733,2,0,0,0.110492592,1.45720475,0,0,0.006188341,1.185711648,1.350456367,1.467863685,1.467863685,1.467864128,2,0,0,0.006188341,1.179523306
70,TRI-065,3rd Ave,2011-07-27 10:41:00-04:00,2011-07-27 14:41:00+00:00,1,31,5.289,5.625,0.336,4300,5.1765,5.5125,0.336,0.161350189,132.6329847,35.7413625,,35.11390417,29.01985833,5.65425738,6.158325442,6.190348698,6.190348698,6.190348698,6.190348698,6.190348698,6.190348698,0,0.170973881,0.504068062,0.032023256,0,4.407979297,4.774537844,4.783771325,4.783771325,4.783771325,4.783771325,4.783771325,4.783771325,0,0.133288826,0.366558547,0.009233481,0
71,TRI-065,3rd Ave,2011-08-09 11:00:00-04:00,2011-08-09 15:00:00+00:00,0.1,10,5.719,6.081,0.362,2000,5.59738,5.95938,0.362,0.768802397,57.47926485,35.8411125,29.05313333,35.46239583,29.881925,0,0,0.016717214,0.070445005,0.070445005,0.111077869,0.111077869,0.111077869,2,0,0,0.016717214,0.053727791,0,0,0.000744692,0.105916081,0.105916081,0.229688391,0.229688391,0.229688391,2,0,0,0.000744692,0.105171389
72,TRI-065,3rd Ave,2011-08-22 11:31:00-04:00,2011-08-22 15:31:00+00:00,0.1,10,4.816,5.592,0.776,2100,4.70416,5.48016,0.776,0.492982997,90.80411568,35.3838875,28.72225417,35.69978333,29.58694167,0,0.01050292,0.01050292,0.034473253,0.034473253,0.034473253,0.034473253,0.048846257,1,0,0.01050292,0,0.023970334,0,0.044159267,0.044159267,0.046131636,0.046131636,0.046131636,0.046131636,0.060575543,1,0,0.044159267,0,0.001972369
73,TRI-065,3rd Ave,2011-09-12 11:20:00-04:00,2011-09-12 15:20:00+00:00,0.1,10,5.627,5.963,0.336,4100,5.50774,5.84374,0.336,0.99666623,6.620062323,35.2064625,27.96447083,35.397925,27.7693375,0.053780821,0.053780821,0.053780821,0.053780821,0.053780821,0.355074825,0.692546009,0.705734049,0,0.0056918,0,0,0,0.121705191,0.121705191,0.121705191,0.121705191,0.121705191,0.606177319,0.707005925,0.716133273,0,0.010304367,0,0,0
74,TRI-065,3rd Ave,2011-09-28 11:20:00-04:00,2011-09-28 15:20:00+00:00,0.1,10,7.434,6.911,-0.523,4100,7.29578,6.77278,-0.523,0.006033931,171.0897374,35.49425417,26.979725,35.5023,26.9796875,0.029403527,0.030402588,0.134557943,0.260913927,0.62201827,0.75805568,0.760584631,1.462167948,0,0.012447486,0.000999061,0.104155355,0.126355984,0.026496803,0.027313527,0.107690263,0.159564057,0.179534367,0.372977676,0.374150779,1.291709511,0,0.011216974,0.000816724,0.080376736,0.051873794
75,TRI-065,3rd Ave,2011-10-05 11:27:00-04:00,2011-10-05 15:27:00+00:00,0.1,10,5.105,5.815,0.71,2100,4.9887,5.6987,0.71,0.59136335,79.4713772,35.32834167,24.30066667,35.71645833,24.91354583,0,0,0,0,0,0,0.306249592,0.335653119,6,0,0,0,0,0,0,0,0,0,0,0.521838541,0.548335344,6,0,0,0,0
76,TRI-065,3rd Ave,2012-05-16 11:15:00-04:00,2012-05-16 15:15:00+00:00,0.1,10,4.938,5.389,0.451,4300,4.83022,5.28122,0.451,0.210920243,125.3211966,34.67503478,24.1216087,34.97496667,24.5545875,0,3.23E-05,0.000228657,0.045465108,0.045465108,0.045465108,1.02536654,1.02536654,1,0,3.23E-05,0.000196387,0.045236451,0,0.006063143,0.006063143,0.048170924,0.048170924,0.048170924,0.868139159,0.868139159,1,0,0.006063143,0,0.042107781
77,TRI-065,3rd Ave,2012-06-07 09:49:00-04:00,2012-06-07 13:49:00+00:00,1,31,7.028,7.846,0.818,2300,6.87108,7.68908,0.818,0.909630883,34.98903809,34.665475,25.1101125,,25.39835,0.439498234,1.512339297,1.562126134,1.842558688,1.842558688,1.865731441,1.865731441,1.873821679,0,0.062018051,1.072841063,0.049786836,0.280432554,0.419549468,1.460962205,1.527609047,1.873158017,1.873158017,1.873841251,1.873841251,1.881529159,0,0.05920306,1.041412737,0.066646842,0.34554897
78,TRI-065,3rd Ave,2012-06-25 10:30:00-04:00,2012-06-25 14:30:00+00:00,0.1,10,5.22,5.894,0.674,2200,5.10212,5.77612,0.674,0.274264029,116.8381615,34.31564583,27.54442917,,28.0194,0.110997444,0.110997444,0.110997444,0.110997444,0.110997444,0.110997444,0.110997444,0.110997444,0,0.007831482,0,0,0,0.051750772,0.051750772,0.051750772,0.051750772,0.051750772,0.051750772,0.051750772,0.051750772,0,0.004381563,0,0,0
79,TRI-065,3rd Ave,2012-07-31 13:19:00-04:00,2012-07-31 17:19:00+00:00,0.1,10,6.949,6.977,0.028,,6.80946,6.83746,0.028,0.939696369,28.43080362,35.196075,27.86593333,,,0.245180299,0.330814627,0.56567922,0.565729091,0.565729091,0.565729091,1.016248054,1.016248054,0,0.034597646,0.085634328,0.234864592,4.99E-05,0.424209086,0.5660108,0.951212884,0.951212884,0.951212884,0.951212884,1.555469448,1.555469448,0,0.059860583,0.141801714,0.385202084,0
80,TRI-065,3rd Ave,2012-08-21 11:00:00-04:00,2012-08-21 15:00:00+00:00,0.1,10,6.109,6.271,0.162,2300,5.98358,6.14558,0.162,0.135060207,136.8763004,,,,27.82312083,0.455062403,1.047117005,1.047250268,1.047294273,1.047294273,1.049043245,1.049043245,1.049043245,0,0.024080372,0.592054603,0.000133263,4.40E-05,0.45561815,0.782596236,0.782596236,0.782596236,0.782596236,0.782819257,0.782819257,0.782819257,0,0.019287825,0.326978086,0,0
81,TRI-065,3rd Ave,2012-08-29 11:01:00-04:00,2012-08-29 15:01:00+00:00,0.1,10,6.381,6.668,0.287,4200,6.24764,6.53464,0.287,0.921089119,32.62914393,,,,27.5171375,3.189913641,3.39790643,3.39790643,3.39790643,3.39790643,3.805027696,4.245851932,4.247802082,0,0.122763277,0.20799279,0,0,2.933163152,3.097658087,3.097658087,3.097658087,3.097658087,3.533830939,3.854625196,3.855131203,0,0.103475422,0.164494934,0,0
82,TRI-065,3rd Ave,2012-09-26 11:26:00-04:00,2012-09-26 15:26:00+00:00,0.1,10,5.607,6.012,0.405,4300,5.48676,5.89176,0.405,0.823674356,49.65799696,34.85504583,25.5931625,,,0,0,0,0,0,0,0,0.045052984,7,0,0,0,0,0,0,0,0,0,0,0,0.033623028,7,0,0,0,0
83,TRI-065,3rd Ave,2012-10-10 10:55:00-04:00,2012-10-10 14:55:00+00:00,0.1,10,3.868,5.428,1.56,2000,3.75944,5.31944,1.56,0.337009803,109.0249824,34.9420625,24.883575,,,0,0.568958888,0.577100128,0.577100128,0.577100128,0.581860114,0.631720944,0.672660621,1,0,0.568958888,0.008141239,0,0,0.43356024,0.437467064,0.437467064,0.437467064,0.437750246,0.488440639,0.563550376,1,0,0.43356024,0.003906824,0
84,TRI-065,3rd Ave,2013-05-15 11:16:00-04:00,2013-05-15 15:16:00+00:00,0.1,10,5.049,5.48,0.431,2300,4.9394,5.3704,0.431,0.210847158,125.3314615,34.28332917,20.21594167,,,0,0,0,0.010109871,0.010109871,0.010109871,0.010109871,0.042788116,3,0,0,0,0.010109871,0,0,0,0.006925591,0.006925591,0.006925591,0.006925591,0.009908307,3,0,0,0,0.006925591
85,TRI-065,3rd Ave,2013-06-05 09:53:00-04:00,2013-06-05 13:53:00+00:00,0.1,10,5.912,5.631,-0.281,4200,5.79938,5.51838,-0.281,0.119791954,139.5008933,33.80808333,25.5365125,,,0.600406201,1.39875523,1.403561017,1.403561017,1.403561017,1.403561017,1.403561017,1.403561017,0,0.031771478,0.798349029,0.004805788,0,0.446784637,0.723996409,0.739057223,0.739057223,0.739057223,0.739057223,0.739057223,0.739057223,0,0.023642341,0.277211772,0.015060814,0
86,TRI-065,3rd Ave,2013-06-19 10:32:00-04:00,2013-06-19 14:32:00+00:00,0.1,10,5.213,5.464,0.251,2000,5.10372,5.35472,0.251,0.737476553,61.64370325,33.2345625,26.84427917,,,0.199023781,2.455430708,2.455430708,2.455430708,2.455430708,2.455430708,2.455430708,3.347781654,0,0.016850671,2.256406927,0,0,0.602591514,2.809007465,2.809007465,2.809007465,2.809007465,2.809007465,2.809007465,3.500404822,0,0.03644242,2.206415951,0,0
87,TRI-065,3rd Ave,2013-07-10 10:37:00-04:00,2013-07-10 14:37:00+00:00,0.1,10,5.548,5.628,0.08,4000,5.43544,5.51544,0.08,0.028243414,160.6501743,32.15660588,27.94937647,,29.12224,0,0,0,0.034382177,0.115716219,0.120449914,0.373631522,0.582996878,3,0,0,0,0.034382177,0,0,0,0.018934293,0.120960932,0.1294024,0.449002977,0.795000135,3,0,0,0,0.018934293
88,TRI-065,3rd Ave,2013-07-24 10:54:00-04:00,2013-07-24 14:54:00+00:00,0.1,10,8.166,6.714,-1.452,4000,8.03172,6.57972,-1.452,0.975356417,18.06361448,33.039925,27.817875,,28.1878125,0,0.047029951,0.098019618,0.160617001,0.307463177,0.307463177,0.310227616,0.310227616,1,0,0.047029951,0.050989667,0.062597384,0,0.00044251,0.022188005,0.181908646,0.237198686,0.237198686,0.237609944,0.237609944,1,0,0.00044251,0.021745495,0.159720641
89,TRI-065,3rd Ave,2013-08-07 11:10:00-04:00,2013-08-07 15:10:00+00:00,0.1,10,5.578,6.373,0.795,4100,5.45054,6.24554,0.795,0.00197555,174.9050523,33.946725,27.36442083,,28.28909167,0,0,0.17190919,0.179079386,0.179079386,0.179079386,0.831861875,0.835580667,2,0,0,0.17190919,0.007170197,0,0,0.258643097,0.258643097,0.258643097,0.258643097,0.869951044,0.870477968,2,0,0,0.258643097,0
90,TRI-065,3rd Ave,2013-08-20 13:22:00-04:00,2013-08-20 17:22:00+00:00,0.1,10,7.556,7.367,-0.189,4300,7.40866,7.21966,-0.189,0.981566889,15.60613271,32.46254167,26.88577917,,28.25714167,0.006720684,0.044835256,0.244313023,0.410867113,0.646183155,4.098792713,4.124219313,4.178804873,0,0.000711272,0.038114572,0.199477768,0.166554089,0.021704258,0.073206012,0.342304727,0.544212445,0.716052304,3.930647079,3.953432951,3.978433195,0,0.00131259,0.051501753,0.269098715,0.201907718
91,TRI-065,3rd Ave,2013-09-11 10:42:00-04:00,2013-09-11 14:42:00+00:00,0.1,10,5.561,6.12,0.559,2200,5.4386,5.9976,0.559,0.311947301,112.0926497,32.73864583,28.17564167,,28.66467083,0.001601929,0.001601929,0.001601929,0.001601929,0.001601929,0.003117387,0.003409355,0.287508062,0,0.00067815,0,0,0,0.015471824,0.015471824,0.015471824,0.015471824,0.015471824,0.041427872,0.041535536,0.19609093,0,0.003274868,0,0,0
92,TRI-065,3rd Ave,2013-09-25 10:52:00-04:00,2013-09-25 14:52:00+00:00,0.1,10,4.905,6.491,1.586,2200,4.77518,6.36118,1.586,0.702314803,66.13208159,32.91225417,25.58025833,,26.2955875,0,0,0,0.330461648,0.330461648,0.330461648,0.330461648,0.330461648,3,0,0,0,0.330461648,0,0,0,0.972456144,0.972456144,0.972456144,0.972456144,0.972456144,3,0,0,0,0.972456144
93,TRI-065,3rd Ave,2013-10-09 11:20:00-04:00,2013-10-09 15:20:00+00:00,1,201,5.883,7.049,1.166,2300,5.74202,6.90802,1.166,0.186066334,128.8929528,33.35637917,24.02408333,,24.88640417,0,0.124357636,0.85993313,0.85993313,0.85993313,0.85993313,0.85993313,0.85993313,1,0,0.124357636,0.735575494,0,0,0.159921447,0.982303419,0.982303419,0.982303419,0.982303419,0.982303419,0.982303419,1,0,0.159921447,0.822381972,0
94,TRI-065,3rd Ave,2013-10-10 11:55:00-04:00,2013-10-10 15:55:00+00:00,0.1,10,6.145,7.39,1.245,2300,5.9972,7.2422,1.245,0.283029367,115.7179441,33.91715417,23.41719583,,24.10212917,0,0,0.124357636,0.85993313,0.85993313,0.85993313,0.85993313,0.85993313,2,0,0,0.124357636,0.735575494,0,0,0.159921447,0.982303419,0.982303419,0.982303419,0.982303419,0.982303419,2,0,0,0.159921447,0.822381972
95,TRI-065,3rd Ave,2014-05-07 11:13:00-04:00,2014-05-07 15:13:00+00:00,0.1,10,4.081,5.316,1.235,2100,3.97468,5.20968,1.235,0.488306279,91.34012386,33.51510833,21.46581667,33.8616087,21.87077826,0,0,0,0.00798637,0.012879995,0.012879995,1.206909891,1.230974591,3,0,0,0,0.00798637,0,0,0,0.016659071,0.022894457,0.022894457,0.993021159,0.997820013,3,0,0,0,0.016659071
96,TRI-065,3rd Ave,2014-06-10 09:29:00-04:00,2014-06-10 13:29:00+00:00,0.1,10,5.601,5.776,0.175,4200,5.48548,5.66048,0.175,0.873989516,41.58438269,33.96414167,26.04277083,33.71194167,26.8315875,0,0.221927542,0.221939276,0.530980372,0.59012423,0.59012423,0.59012423,0.59012423,,0,0.221927542,1.17E-05,0.309041096,0,0.143269872,0.143269872,0.444126992,0.551382234,0.551382234,0.551382234,0.551382234,,0,0.143269872,0,0.300857121
97,TRI-065,3rd Ave,2014-06-25 10:42:00-04:00,2014-06-25 14:42:00+00:00,0.1,10,6.05,6.599,0.549,4200,5.91802,6.46702,0.549,0.054074217,153.1068439,34.2393875,27.25795833,33.90254583,28.26247083,0,0.097148402,0.449216021,0.449216021,0.449216021,0.449216021,0.449216021,0.491742064,1,0,0.097148402,0.352067619,0,0,0.057603671,0.460547107,0.460547107,0.460547107,0.460547107,0.460547107,0.532203275,1,0,0.057603671,0.402943436,0
98,TRI-065,3rd Ave,2014-07-09 10:30:00-04:00,2014-07-09 14:30:00+00:00,0.1,10,5.705,5.815,0.11,4300,5.5887,5.6987,0.11,0.837665522,47.52013702,33.69124167,27.58541667,34.42610833,28.6685125,0,0,1.113013831,1.810610871,1.810610871,1.822615268,1.915610333,1.915610333,2,0,0,1.113013831,0.697597039,0,0,1.175453127,1.966534104,1.966534104,1.979438674,2.188284496,2.188284496,2,0,0,1.175453127,0.791080976
99,TRI-065,3rd Ave,2014-07-23 10:00:00-04:00,2014-07-23 14:00:00+00:00,0.1,10,5.558,6.225,0.667,4200,5.4335,6.1005,0.667,0.140871903,135.9106956,33.9379375,28.12102083,,,0.046616704,0.22874333,2.388705411,2.389537527,2.389537527,2.389537527,2.562718755,2.708616412,0,0.009867197,0.182126627,2.159962081,0.000832116,0.210969784,0.324128147,1.62829076,1.62829076,1.62829076,1.62829076,1.999678497,2.102110831,0,0.017862099,0.113158363,1.304162613,0
100,TRI-065,3rd Ave,2014-08-06 09:36:00-04:00,2014-08-06 13:36:00+00:00,0.1,10,5.275,6.225,0.95,4300,5.1505,6.1005,0.95,0.706333411,65.6275292,33.7687375,27.31398333,,,0.018433202,0.181410634,0.242047789,1.269934077,1.877159333,6.507142519,6.507186523,6.507186523,0,0.003901692,0.162977432,0.060637154,1.027886288,0.017457645,0.310811787,0.4494694,1.600011446,2.335353565,4.394717095,4.394717095,4.395027243,0,0.003695199,0.293354142,0.138657613,1.150542046
101,TRI-065,3rd Ave,2014-08-19 10:02:00-04:00,2014-08-19 14:02:00+00:00,0.1,10,4.819,5.687,0.868,2000,4.70526,5.57326,0.868,0.352899087,107.1096815,33.68082083,28.94251667,,,0.645201405,0.645201405,0.651111826,0.651111826,0.651111826,0.658336556,0.701928389,0.778846321,0,0.136567557,0,0.005910422,0,0.504142829,0.504142829,0.504304004,0.50479559,0.50479559,0.596464934,0.638298142,0.672401261,0,0.053355087,0,0.000161175,0.000491587
102,TRI-065,3rd Ave,2014-09-10 10:02:00-04:00,2014-09-10 14:02:00+00:00,0.1,10,7.31,7.141,-0.169,4000,7.16718,6.99818,-0.169,0.986953388,13.11747973,33.29485833,28.31265,,,0,0.301551497,2.600695221,3.305105031,3.564928602,3.597274395,3.603372575,3.632402584,1,0,0.301551497,2.299143724,0.70440981,0,0.257318833,2.282917029,2.635797049,2.969376619,3.015935857,3.084120685,3.358930557,1,0,0.257318833,2.025598197,0.35288002
103,TRI-065,3rd Ave,2014-09-24 10:41:00-04:00,2014-09-24 14:41:00+00:00,1,20,5.718,6.737,1.019,4100,5.58326,6.60226,1.019,0.000925109,176.5140917,32.78382917,25.69024167,,,0.303979421,0.614250405,0.614250405,0.637567388,1.227767315,1.59350728,1.59350728,2.155998728,0,0.009898812,0.310270983,0,0.023316984,0.464097667,0.754414805,0.754414805,0.799456458,1.418119153,2.548664248,2.55057529,3.098148374,0,0.014033422,0.290317138,0,0.045041653
104,TRI-065,3rd Ave,2015-05-06 10:50:00-04:00,2015-05-06 14:50:00+00:00,0.1,10,6.01,6.153,0.143,4000,5.88694,6.02994,0.143,0.963489911,22.03118574,32.47715833,21.12745833,,,0,0,0,0,0,0,0.457351413,0.928932796,6,0,0,0,0,0,0,0,0,0,0,0.390888934,0.899011924,6,0,0,0,0
105,TRI-065,3rd Ave,2015-05-20 10:25:00-04:00,2015-05-20 14:25:00+00:00,0.1,10,7.048,6.429,-0.619,4000,6.91942,6.30042,-0.619,0.043327843,155.9716811,33.731225,23.89993333,,,0,0,0,0,0,0,0,0.00185064,7,0,0,0,0,0,0,0,0,0,0,0,0.011007915,7,0,0,0,0
106,TRI-065,3rd Ave,2015-06-08 10:19:00-04:00,2015-06-08 14:19:00+00:00,0.1,10,6.092,6.563,0.471,2200,5.96074,6.43174,0.471,0.686461484,68.1040024,34.3067,26.45014167,,,0,0,0,0.029248246,0.721376066,1.426631686,1.426631686,1.426631686,3,0,0,0,0.029248246,0,0.065216277,0.065216277,0.098470422,0.864836725,1.79237223,1.79237223,1.79237223,1,0,0.065216277,0,0.033254145
107,TRI-065,3rd Ave,2015-06-17 09:50:00-04:00,2015-06-17 13:50:00+00:00,1,41,7.1,6.422,-0.678,4000,6.97156,6.29356,-0.678,0.003886554,172.8514711,34.37042917,28.30080833,34.39248333,28.41020833,0,0,0,0,0.000834976,0.000834976,0.000834976,0.555199425,4,0,0,0,0,0,0,0,0,0.000592403,0.000592403,0.000592403,0.422275845,4,0,0,0,0
108,TRI-065,3rd Ave,2015-07-08 10:38:00-04:00,2015-07-08 14:38:00+00:00,0.1,10,6.138,5.697,-0.441,2100,6.02406,5.58306,-0.441,0.59839501,78.65068941,34.86747083,27.8190625,34.67424583,28.4267375,0,0,0,0.041653712,0.404911063,1.208212963,1.26232677,1.278457594,3,0,0,0,0.041653712,0,0,0,0.0383883,0.445589086,1.503140323,1.513135482,1.517553675,3,0,0,0,0.0383883
109,TRI-065,3rd Ave,2015-07-22 09:02:00-04:00,2015-07-22 13:02:00+00:00,0.1,10,4.41,4.923,0.513,2100,4.31154,4.82454,0.513,0.300041083,113.573042,35.6103875,28.268775,35.17128333,29.46730417,0.181918729,0.181918729,0.632619982,0.632619982,0.632619982,0.632619982,0.632619982,0.66108947,0,0.07701222,0,0.450701253,0,0.119800338,0.119800338,0.379492639,0.379492639,0.379492639,0.379492639,0.379492639,0.446326984,0,0.025357724,0,0.259692302,0
110,TRI-065,3rd Ave,2015-08-04 09:44:00-04:00,2015-08-04 13:44:00+00:00,0.1,10,6.861,6.547,-0.314,2200,6.73006,6.41606,-0.314,0.828642099,48.90692222,35.12535833,28.61047083,35.0719125,29.2801125,1.687393208,1.871722192,2.320170838,2.421824685,2.421824685,2.421824685,2.421824685,2.421824685,0,0.071432941,0.184328984,0.448448646,0.101653847,1.122471113,1.333647952,1.541402107,1.672632044,1.694940804,1.694940804,1.694940804,1.694940804,0,0.052797687,0.211176839,0.207754155,0.131229937
111,TRI-065,3rd Ave,2015-08-19 10:56:00-04:00,2015-08-19 14:56:00+00:00,0.1,10,4.836,5.274,0.438,2300,4.73052,5.16852,0.438,0.164963791,132.0726543,35.59034583,28.19749583,34.97104583,29.06640417,0.800684481,1.086729322,1.086729322,1.086729322,1.086729322,1.086729322,1.086729322,1.086729322,0,0.042369531,0.286044841,0,0,0.431347583,0.84828279,0.84828279,0.84828279,0.84828279,0.84828279,0.84828279,0.84828279,0,0.018260371,0.416935207,0,0
